,한글이름,영어이름,한글정보,영어정보,한글정보2,영어정보2,한글정보3,영어정보3,아이디,이미지,체력,공격,방어,특수공격,특수방어,스피드,타입
53,페르시온,Persian,샴고양이포켓몬,Classy Cat Pokémon,"털의 결이 아름다워 애완용으로 기르려는 사람이 많지만, 곧잘 할퀴려 들기 때문에 쉽지 않다.","Although its fur has many admirers, it is tough toraise as a pet because of its fickle meanness.",움직임은 우아하고 품위 있다. 야만스러운 나이킹과는 잘 맞지 않아 서로를 멸시한다.,Its elegant and refined behavior clashes with that of the barbaric Perrserker. The relationship between the two is one of mutual disdain.,53,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/53.png,65,70,60,65,65,115,normal
54,고라파덕,Psyduck,오리포켓몬,Duck Pokémon,항상 두통에 시달리고 있다. 이 두통이 심해지면 이상한 힘을 쓰기 시작한다.,"While lulling its enemies with its vacant look, thiswily POKéMON will use psychokinetic powers.",스트레스가 쌓이면 두통이 심해진다. 강력한 염동력으로 주위를 압도한다.,"Suffers perpetual headaches. If the agony grows too great, Psyduck's latent power erupts, contrary to Psyduck's intent. Ergo, I am exploring ways to ease the pain.",54,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/54.png,50,52,48,65,50,55,water
55,골덕,Golduck,오리포켓몬,Duck Pokémon,해 질 무렵 강가에 모습을 나타낸다. 이마가 이상하게 빛날 때 신통력을 발휘한다고 전해진다.,"Often seen swim­ ming elegantly by lake shores. Itis often mistaken for the Japanese monster, Kappa.",강을 더럽힌 사람을 물속으로 끌어들여 데려간다는 옛날이야기가 전해져 오고 있다.,"Its body is strong, and it has webbing on its hands and feet. Golduck can swim easily through rough seas, clawing its way through the high waves.",55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/55.png,80,82,78,95,80,85,water
56,망키,Mankey,돈숭이포켓몬,Pig Monkey Pokémon,이유 없이 화내고 날뛰기 시작하면 동료도 구별하지 못하기 때문에 가까이 가는 것은 매우 위험하다.,Extremely quick to anger. It could be docile onemoment then thrashing away the next instant.,몸이 가벼워 나무 위에서 생활한다. 사소한 일로 기분이 나빠져 주변에 있는 것에 덤벼든다.,An agile Pokémon that lives in trees. It angers easily and will not hesitate to attack anything.,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/56.png,40,80,35,35,45,70,fighting
57,성원숭,Primeape,돈숭이포켓몬,Pig Monkey Pokémon,주위에 아무도 없을 때만은 화를 내지 않고 있다. 그러나 그 모습을 보기가 어렵다.,Always furious and tenacious to boot. It will notabandon chasing its quarry until it is caught.,주위에 아무도 없을 때만은 화를 내지 않고 있다. 그러나 그 모습을 보기가 어렵다.,It stops being angry only when nobody else is around. To view this moment is very difficult.,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/57.png,65,105,60,60,70,95,fighting
58,가디,Growlithe,강아지포켓몬,Puppy Pokémon,사람을 잘 따르는 충실한 성격이다. 적에게는 짖거나 물며 쫓아내려고 한다.,Very protective of its territory. It will bark andbite to repel intruders from its space.,충직한 성격으로 자신의 트레이너를 지키기 위해 필사적으로 상대방에게 짖어댄다.,They patrol their territory in pairs. I believe the igneous rock components in the fur of this species are the result of volcanic activity in its habitat.,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/58.png,55,70,45,70,50,60,fire
59,윈디,Arcanine,전설포켓몬,Legendary Pokémon,옛날부터 많은 사람의 마음을 사로잡은 아름다운 포켓몬이다. 날듯이 경쾌하게 달린다.,A POKéMON that has been admired since the pastfor its beauty. It runs agilely as if on wings.,옛날부터 많은 사람의 마음을 사로잡은 아름다운 포켓몬이다. 마치 나는 것처럼 경쾌하게 달린다.,"Snaps at its foes with fangs cloaked in blazing flame. Despite its bulk, it deftly feints every which way, leading opponents on a deceptively merry chase as it all but dances around them.",59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/59.png,90,110,80,100,80,95,fire
60,발챙이,Poliwag,올챙이포켓몬,Tadpole Pokémon,매끄럽고 검은 피부는 얇고 축축하다. 내장 일부가 비쳐서 소용돌이 모양으로 보인다.,Its newly grown legs prevent it from running. Itappears to prefer swimming than trying to stand.,유속이 빠른 강에서는 두꺼운 입술을 흡반처럼 사용해 바위에 달라붙는다.,"In rivers with fast-flowing water, this Pokémon will cling to a rock by using its thick lips, which act like a suction cup.",60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/60.png,40,50,40,40,40,90,water
61,슈륙챙이,Poliwhirl,올챙이포켓몬,Tadpole Pokémon,육지에서도 수중에서도 살 수 있다. 지상에서는 항상 땀을 흘려서 피부를 미끌미끌하게 하고 있다.,"Capable of living in or out of water. When outof water, it sweats to keep its body slimy.",미끈미끈한 점액 형태의 땀을 흘린다. 적에게 붙잡혀도 스르륵 빠져나와 도망친다.,"This Pokémon’s sweat is a slimy mucus. When captured, Poliwhirl can slither from its enemies’ grasp and escape.",61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/61.png,65,65,65,50,50,90,water
62,강챙이,Poliwrath,올챙이포켓몬,Tadpole Pokémon,강인한 근육을 가지고 있다. 태평양을 쉬지 않고 계속 헤엄칠 수 있다.,An adept swimmer at both the front crawl and breaststroke. Easily overtakes the best human swimmers.,헤엄뿐만 아니라 격투기도 특기다. 단련한 팔로 호쾌하게 펀치를 날린다.,Poliwrath is skilled at both swimming and martial arts. It uses its well-trained arms to dish out powerful punches.,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/62.png,90,95,95,70,90,70,water
63,캐이시,Abra,초능력포켓몬,Psi Pokémon,하루에 18시간은 자고 있다. 자는 동안에도 다양한 초능력을 사용한다.,"Using its ability to read minds, it will identifyimpending danger and TELEPORT to safety.",잠이 든 상태에서 순간이동이 가능하다. 깊이 잠들수록 먼 곳으로 이동한다고 한다.,"Spends 18 hours of the day sleeping. Even while asleep, Abra can control its psychic powers—should danger approach, the Pokémon will simply teleport away.",63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/63.png,25,20,15,105,55,90,psychic
64,윤겔라,Kadabra,초능력포켓몬,Psi Pokémon,초능력을 발휘하면 강한 알파파를 내어 정밀 기계를 고장 내 버린다.,It emits special alpha waves from its body thatinduce headaches just by being close by.,염동력의 위력은 절대적이다. 진화에 대비하여 이마에 있는 별에 사이코 파워를 비축하고 있다.,"There are rumors that a child with mystical powers became a Kadabra; however, this remains unverified. I suspect that the spoon Kadabra holds enhances its brain waves.",64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/64.png,40,35,30,120,70,105,psychic
65,후딘,Alakazam,초능력포켓몬,Psi Pokémon,뇌세포는 항상 분열해서 죽을 때까지 늘어나기 때문에 모든 것을 기억해 놓을 수 있다.,"Its brain can out­ perform a super­ computer.Its intelligence quotient is said to be 5,000.",강력한 초능력을 구사한다. 양손에 든 숟가락은 그 힘으로 만들어낸 것이라고 한다.,"The longer Alakazam lives, the larger and heavier its head becomes. Our tests have shown that the strength of its psychic powers correlates positively to the weight of its head.",65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/65.png,55,50,45,135,95,120,psychic
66,알통몬,Machop,괴력포켓몬,Superpower Pokémon,데구리를 수없이 들었다 놨다 하며 전신의 근육을 단련한다. 모든 격투기를 사용한다.,Loves to build its muscles. It trains in allstyles of martial arts to become even stronger.,언제나 파워풀하다. 체력이 남아돌기 때문에 심심풀이로 바위를 들어 올리며 더 강해진다.,"Though as small as a child, it has strength enough to easily throw a well-built adult. Striving to become ever stronger, Machop trains by carrying a Graveler on its shoulders.",66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/66.png,70,80,50,35,35,35,fighting
67,근육몬,Machoke,괴력포켓몬,Superpower Pokémon,엄청나게 강한 육체를 지녔기 때문에 파워 세이브 벨트를 차서 힘을 제어하고 있다.,"Its muscular body is so powerful, it must wear a powersave belt to be able to regulate its motions.",지치지 않는 강인한 육체를 가졌다. 무거운 물건을 옮기는 등의 일을 돕는다.,A sturdy creature boasting a robust physique and boundless stamina. Loves training above all else and voluntarily assists with tasks such as construction and clearing land.,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/67.png,80,100,70,50,60,45,fighting
68,괴력몬,Machamp,괴력포켓몬,Superpower Pokémon,발달한 4개의 팔은 2초 동안 1000번의 펀치를 날릴 수 있다.,"Using its heavy muscles, it throws powerful punchesthat can send the victim clear over the horizon.",4개의 팔은 생각하는 것보다 빠르게 반사적으로 움직이며 여러 발의 펀치를 날린다.,"In close combat, its four arms afford it offensive and defensive supremacy. In but a blink, this valiant Pokémon can overwhelm its foes with more than 1,000 blows from its fists.",68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/68.png,90,130,80,65,85,55,fighting
69,모다피,Bellsprout,꽃포켓몬,Flower Pokémon,홀쭉한 체격이지만 먹이를 잡을 때의 움직임은 눈에 보이지 않을 정도로 빠르다.,A carnivorous POKéMON that traps and eats bugs.It uses its root feet to soak up needed moisture.,온도가 높고 습기가 있는 장소를 좋아한다. 덩굴을 사용해 작은 벌레를 잡아먹는다.,Prefers hot and humid places. It ensnares tiny bugs with its vines and devours them.,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/69.png,50,75,35,70,30,40,grass
70,우츠동,Weepinbell,파리잡이포켓몬,Flycatcher Pokémon,잎사귀 부분은 칼날이 되어 상대를 베어버린다. 입에서는 무엇이든 녹이는 액체를 뿜어낸다.,It spits out POISONPOWDER to immobilize theenemy and then finishes it with a spray of ACID.,배가 고프면 움직이는 것을 닥치는 대로 삼킨 다음 용해액으로 마무리한다.,"When hungry, it swallows anything that moves. Its hapless prey is dissolved by strong acids.",70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/70.png,65,90,50,85,45,55,grass
71,우츠보트,Victreebel,파리잡이포켓몬,Flycatcher Pokémon,정글의 안쪽에 우츠보트만 있는 지대가 있어서 한 번 가면 두 번 다시 돌아올 수 없다.,"Said to live in huge colonies deep in jungles,although no one has ever returned from there.",꿀 냄새로 먹이를 끌어들인다. 입안에 넣은 것은 하루 만에 뼈까지 녹여버린다고 한다.,"Lures prey with the sweet aroma of honey. Swallowed whole, the prey is dissolved in a day, bones and all.",71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/71.png,80,105,65,100,70,70,grass
72,왕눈해,Tentacool,해파리포켓몬,Jellyfish Pokémon,몸 대부분이 수분이다. 수정 같은 눈에서 이상한 빔을 발사한다.,Drifts in shallow seas. Anglers who hook them byaccident are often punished by its stinging acid.,몸의 대부분이 수분이어서 바닷속에서는 물과 동화되어 매우 구분하기 힘들다.,"They fire beams from the glassy, magenta orbs that resemble eyes atop their heads, and they drift in shallow seas. During low tide, they can sometimes be found on beaches, desiccated.",72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/72.png,40,40,35,50,100,70,water
73,독파리,Tentacruel,해파리포켓몬,Jellyfish Pokémon,촉수는 평소에는 짧고 먹이를 찌를 때 길게 늘어나 휘감는다.,"The tentacles are normally kept short. On hunts,they are extended to ensnare and immobilize prey.",80개의 촉수는 자유롭게 늘어났다가 줄어든다. 그물처럼 펼쳐서 먹이를 잡고 독바늘로 찌른다.,"It has 80 tentacles, each with a venomous tip. These tentacles are also extendible, lengthening when Tentacruel attempts to catch prey. Use caution.",73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/73.png,80,70,65,80,120,100,water
74,꼬마돌,Geodude,암석포켓몬,Rock Pokémon,초원이나 산에 서식한다. 돌멩이와 닮은 탓에 알아채지 못하고 밟거나 발이 걸려 넘어지기도 한다.,"Found in fields and mountains. Mistaking themfor boulders, people often step or trip on them.",산길 등에 많이 서식한다. 실수로 밟으면 화를 내므로 주의가 필요하다.,"Makes its home in mountainous regions, using its arms to climb along harsh mountain roads. Can be troublesome—carelessly kicking one will cause it to fly into a rage and chase after you.",74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/74.png,40,80,100,30,30,20,rock
